semantic_id,domain,bank,stable_key,field,surface,reachability,reachability_reason,realization,slots,source_path,source_symbol,grounding,text
prose:legislative:measure-briefing:STEP_COPY-0021#text,legislative,measure-briefing,STEP_COPY-0021,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Send the bill to the governor
prose:legislative:measure-briefing:STEP_COPY-0022#text,legislative,measure-briefing,STEP_COPY-0022,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Send the bill to the other chamber
prose:legislative:measure-briefing:STEP_COPY-0023#text,legislative,measure-briefing,STEP_COPY-0023,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,The bill has cleared this chamber and moves on.
prose:legislative:measure-briefing:STEP_COPY-0024#text,legislative,measure-briefing,STEP_COPY-0024,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,The bill is out of the legislature's hands. What happens next is the governor's to decide.
prose:legislative:measure-briefing:STEP_COPY-0025#text,legislative,measure-briefing,STEP_COPY-0025,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,The clerk prepares the agreed text for signature.
prose:legislative:measure-briefing:STEP_COPY-0026#text,legislative,measure-briefing,STEP_COPY-0026,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,The other chamber changed the bill. Your chamber votes on whether to live with it.
prose:legislative:measure-briefing:STEP_COPY-0027#text,legislative,measure-briefing,STEP_COPY-0027,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,The referral authority decides which committee takes it; you can ask.
prose:legislative:measure-briefing:STEP_COPY-0028#text,legislative,measure-briefing,STEP_COPY-0028,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,"This chamber takes its stages on separate days, so the bill cannot be reached again today."
prose:legislative:measure-briefing:STEP_COPY-0029#text,legislative,measure-briefing,STEP_COPY-0029,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Wait for the governor's decision
prose:legislative:measure-briefing:STEP_COPY-0030#text,legislative,measure-briefing,STEP_COPY-0030,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Wait for the next legislative day
prose:legislative:measure-briefing:deadlinesFor-0001#text,legislative,measure-briefing,deadlinesFor-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,deadlinesFor,measure rule-pack,"If the session ends before the bill finishes, the bill dies."
prose:legislative:measure-briefing:deadlinesFor-0002#text,legislative,measure-briefing,deadlinesFor-0002,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,templated,pack.executive.titleLabel window.value,src/presentation/legislation-projection.ts,deadlinesFor,measure rule-pack,The {pack.executive.titleLabel} has {window.value} days to act while the legislature is sitting.
prose:legislative:measure-briefing:otherPart-0001#text,legislative,measure-briefing,otherPart-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,templated,other,src/presentation/legislation-projection.ts,otherPart,measure rule-pack,", {other} not voting"
prose:legislative:measure-briefing:projectMeasureBriefing-0001#text,legislative,measure-briefing,projectMeasureBriefing-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,The bill did not get the votes it needed on the floor.
prose:legislative:measure-briefing:projectMeasureBriefing-0002#text,legislative,measure-briefing,projectMeasureBriefing-0002,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,templated,chamber.name,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,The bill has been filed in the {chamber.name} and is waiting to be sent to a committee.
prose:legislative:measure-briefing:projectMeasureBriefing-0003#text,legislative,measure-briefing,projectMeasureBriefing-0003,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,templated,enactment.effectiveAt,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,The bill is law and takes effect on {enactment.effectiveAt}.
prose:legislative:measure-briefing:projectMeasureBriefing-0004#text,legislative,measure-briefing,projectMeasureBriefing-0004,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,templated,chamber.name stage.label,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,The bill is on the floor of the {chamber.name} at {stage.label}.
prose:legislative:measure-briefing:projectMeasureBriefing-0005#text,legislative,measure-briefing,projectMeasureBriefing-0005,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,templated,chamber.name committee.name,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,The bill is with the {chamber.name}'s {committee.name}.
prose:legislative:measure-briefing:projectMeasureBriefing-0006#text,legislative,measure-briefing,projectMeasureBriefing-0006,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,"The committee refused to report the bill, and it went no further."
prose:legislative:measure-briefing:projectMeasureBriefing-0007#text,legislative,measure-briefing,projectMeasureBriefing-0007,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,The session ended before the bill finished.
prose:legislative:measure-briefing:projectMeasureBriefing-0008#text,legislative,measure-briefing,projectMeasureBriefing-0008,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,The two chambers could not agree on a single version.
prose:legislative:measure-briefing:projectMeasureBriefing-0009#text,legislative,measure-briefing,projectMeasureBriefing-0009,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,"The veto stood, so the bill did not become law."
prose:legislative:measure-briefing:projectMeasureBriefing-0010#text,legislative,measure-briefing,projectMeasureBriefing-0010,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,templated,"chamber.name target?.name??""otherchamber""",src/presentation/legislation-projection.ts,projectMeasureBriefing,measure rule-pack,"The {chamber.name} passed the bill; it now goes to the {target?.name??""otherchamber""}."
prose:legislative:measure-briefing:questionLabel-0001#text,legislative,measure-briefing,questionLabel-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,questionLabel,measure rule-pack,Accept the other chamber's changes
prose:legislative:measure-briefing:questionLabel-0002#text,legislative,measure-briefing,questionLabel-0002,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,questionLabel,measure rule-pack,Adopt an amendment
prose:legislative:measure-briefing:questionLabel-0003#text,legislative,measure-briefing,questionLabel-0003,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,questionLabel,measure rule-pack,Override the governor's veto
prose:legislative:measure-briefing:questionLabel-0004#text,legislative,measure-briefing,questionLabel-0004,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,questionLabel,measure rule-pack,Pass the bill
prose:legislative:measure-briefing:questionLabel-0005#text,legislative,measure-briefing,questionLabel-0005,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,questionLabel,measure rule-pack,Report the bill to the floor
prose:legislative:measure-briefing:requirementNoteFor-0001#text,legislative,measure-briefing,requirementNoteFor-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,requirementNoteFor,measure rule-pack,"Money bills take a heavier vote to override than ordinary ones, and nobody can tell you exactly what it is here."
prose:legislative:measure-briefing:requirementNoteFor-0002#text,legislative,measure-briefing,requirementNoteFor-0002,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,templated,thresholdLabel,src/presentation/legislation-projection.ts,requirementNoteFor,measure rule-pack,"To carry, this needs {thresholdLabel}."
prose:legislative:measure-briefing:uncertaintiesFor-0001#text,legislative,measure-briefing,uncertaintiesFor-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,uncertaintiesFor,measure rule-pack,"A committee here can simply decline to take the bill up, and it would go no further."
